Mean_P, SD_P
1.858520507812500000e-01,4.757776200632859087e+01
1.718292236328125000e-01,4.398794564476735047e+01
2.055511474609375000e-01,5.262069228138366128e+01
1.694488525390625000e-01,4.337857529394737810e+01
2.763366699218750000e-01,7.074164777788266179e+01
1.900787353515625000e-01,4.865978500105379823e+01
2.271881103515625000e-01,5.815971252152926496e+01
2.055969238281250000e-01,5.263241094197631753e+01
2.104949951171875000e-01,5.388630762539436603e+01
1.671752929687500000e-01,4.279654848451034610e+01
1.837463378906250000e-01,4.703870361906479758e+01
2.204589843750000000e-01,5.643706941440358094e+01
1.715240478515625000e-01,4.390982124081606486e+01
1.653900146484375000e-01,4.233952072139536682e+01
1.600036621093750000e-01,4.096062499165532955e+01
1.983947753906250000e-01,5.078867500872615892e+01
2.234802246093750000e-01,5.721050101352125239e+01
1.765441894531250000e-01,4.519496768581460344e+01
1.590118408203125000e-01,4.070672067881366019e+01
1.914672851562500000e-01,4.901525103903211544e+01
2.337951660156250000e-01,5.985110586707443048e+01
1.794891357421875000e-01,4.594886818394441974e+01
2.019500732421875000e-01,5.169882431475851803e+01
1.671447753906250000e-01,4.278873604411524667e+01
1.813201904296875000e-01,4.641761460765208369e+01
1.855468750000000000e-01,4.749963760237732657e+01
1.814880371093750000e-01,4.646058302982533661e+01
1.724243164062500000e-01,4.414028823247233646e+01
1.768341064453125000e-01,4.526918586956830381e+01
1.578979492187500000e-01,4.042156660439147942e+01
2.176361083984375000e-01,5.571441867785427604e+01
2.057342529296875000e-01,5.266756692375436444e+01
1.825103759765625000e-01,4.672229978306206988e+01
2.102203369140625000e-01,5.381599566183816563e+01
1.792449951171875000e-01,4.588636866078345378e+01
1.936645507812500000e-01,4.957774674748132071e+01
1.840209960937500000e-01,4.710901558262091982e+01
2.002105712890625000e-01,5.125351521223625184e+01
1.847076416015625000e-01,4.728479549151133199e+01
1.913299560546875000e-01,4.898009505725404011e+01
1.807403564453125000e-01,4.626917824014466873e+01
1.895141601562500000e-01,4.851525485374393298e+01
2.160797119140625000e-01,5.531598421770271301e+01
2.119445800781250000e-01,5.425739854416291053e+01
2.293853759765625000e-01,5.872220822997844891e+01
2.068786621093750000e-01,5.296053343857170148e+01
1.754302978515625000e-01,4.490981361139242978e+01
1.576385498046875000e-01,4.035516086103288558e+01
1.953430175781250000e-01,5.000743096921335962e+01
2.138366699218750000e-01,5.474176984866083728e+01
2.176361083984375000e-01,5.571441867785427604e+01
1.955718994140625000e-01,5.006602427217679718e+01
1.710205078125000000e-01,4.378091597429646953e+01
2.023162841796875000e-01,5.179257359950008066e+01
2.518768310546875000e-01,6.447997680118768926e+01
1.856079101562500000e-01,4.751526248316756806e+01
1.752624511718750000e-01,4.486684518921923370e+01
1.577301025390625000e-01,4.037859818221828334e+01
1.925964355468750000e-01,4.930431133365188856e+01
1.793823242187500000e-01,4.592152464256148647e+01
2.086791992187500000e-01,5.342146742188422337e+01
2.076110839843750000e-01,5.314803200805473438e+01
1.803283691406250000e-01,4.616371029481047827e+01
1.753845214843750000e-01,4.489809495079976642e+01
2.012329101562500000e-01,5.151523196547302774e+01
1.917572021484375000e-01,4.908946922278583003e+01
1.810760498046875000e-01,4.635511508449111773e+01
1.521301269531250000e-01,3.894501536971232269e+01
1.737365722656250000e-01,4.447622316946286247e+01
1.744689941406250000e-01,4.466372173894593089e+01
2.168273925781250000e-01,5.550738900738336667e+01
2.167053222656250000e-01,5.547613924580283395e+01
1.984405517578125000e-01,5.080039366931881517e+01
1.614227294921875000e-01,4.132390347002877462e+01
1.956634521484375000e-01,5.008946159336219495e+01
1.371612548828125000e-01,3.511301335590211181e+01
1.976776123046875000e-01,5.060508265944066864e+01
1.899108886718750000e-01,4.861681657888060215e+01
2.049255371093750000e-01,5.246053725328351902e+01
1.736297607421875000e-01,4.444887962807990789e+01
1.248931884765625000e-01,3.197241231706073705e+01
1.870727539062500000e-01,4.789025962213370491e+01
2.131347656250000000e-01,5.456208371957289671e+01
1.862030029296875000e-01,4.766760507087253984e+01
1.442260742187500000e-01,3.692159330737420220e+01
1.690216064453125000e-01,4.326920112841557398e+01
1.934814453125000000e-01,4.953087210511052518e+01
1.910095214843750000e-01,4.889806443310518347e+01
1.977996826171875000e-01,5.063633242102118714e+01
1.822967529296875000e-01,4.666761270029617492e+01
1.806488037109375000e-01,4.624574091895929939e+01
2.120666503906250000e-01,5.428864830574343614e+01
2.275848388671875000e-01,5.826127424666593413e+01
1.970672607421875000e-01,5.044883385153806188e+01
2.199554443359375000e-01,5.630816414788398561e+01
1.814727783203125000e-01,4.645667680962775847e+01
1.846313476562500000e-01,4.726526439052347683e+01
1.696166992187500000e-01,4.342154371612057417e+01
1.761932373046875000e-01,4.510512462127061895e+01
1.688079833984375000e-01,4.321451404564968612e+01
1.187591552734375000e-01,3.040211179764003901e+01
1.605072021484375000e-01,4.108953025817491067e+01
1.718597412109375000e-01,4.399575808516247832e+01
2.194213867187500000e-01,5.617144644096922690e+01
1.882019042968750000e-01,4.817931991675347803e+01
1.947479248046875000e-01,4.985508838150839495e+01
1.482391357421875000e-01,3.794892921933354302e+01
2.133331298828125000e-01,5.461286458214125616e+01
1.697692871093750000e-01,4.346060591809624185e+01
1.972503662109375000e-01,5.049570849390885030e+01
1.754760742187500000e-01,4.492153227198512155e+01
1.844177246093750000e-01,4.721057730775761030e+01
1.792449951171875000e-01,4.588636866078345378e+01
2.108154296875000000e-01,5.396833824954315162e+01
2.050628662109375000e-01,5.249569323506158014e+01
2.064971923828125000e-01,5.286287793363262466e+01
1.963958740234375000e-01,5.027696016284524205e+01
2.087554931640625000e-01,5.344099852287206431e+01
1.979980468750000000e-01,5.068711328358948265e+01
2.117004394531250000e-01,5.419489902100191614e+01
1.917724609375000000e-01,4.909337544298336553e+01
1.944427490234375000e-01,4.977696397755705959e+01
2.025451660156250000e-01,5.185116690246351112e+01
2.050781250000000000e-01,5.249959945525914407e+01
1.551055908203125000e-01,3.970672830823729527e+01
1.714324951171875000e-01,4.388638391963068841e+01
2.197723388671875000e-01,5.626128950551320429e+01
1.803436279296875000e-01,4.616761651500799246e+01
2.076873779296875000e-01,5.316756310904254690e+01
1.731262207031250000e-01,4.431997436156028414e+01
2.056884765625000000e-01,5.265584826316166556e+01
1.964263916015625000e-01,5.028477260324042675e+01
1.623382568359375000e-01,4.155827668188261015e+01
2.114562988281250000e-01,5.413239949784086491e+01
1.690063476562500000e-01,4.326529490821801716e+01
1.880798339843750000e-01,4.814807015517290978e+01
1.927337646484375000e-01,4.933946731542992126e+01
1.921386718750000000e-01,4.918712472772493527e+01
1.960296630859375000e-01,5.018321087810371495e+01
2.041473388671875000e-01,5.226132002320774461e+01
1.537170410156250000e-01,3.935126227025899937e+01
1.906585693359375000e-01,4.880822136856124871e+01
1.790161132812500000e-01,4.582777535781995226e+01
2.109680175781250000e-01,5.400740045151881930e+01
2.053833007812500000e-01,5.257772385921041547e+01
1.638946533203125000e-01,4.195671114203411634e+01
1.713256835937500000e-01,4.385904037824773383e+01
1.553497314453125000e-01,3.976922783139829676e+01
2.050170898437500000e-01,5.248397457446888126e+01
1.772460937500000000e-01,4.537465381490255112e+01
1.869659423828125000e-01,4.786291608075080006e+01
2.157287597656250000e-01,5.522614115315874272e+01
1.831207275390625000e-01,4.687854859096469085e+01
2.083892822265625000e-01,5.334724923813052300e+01
2.124633789062500000e-01,5.439021003088007689e+01
2.010498046875000000e-01,5.146835732310223221e+01
2.152404785156250000e-01,5.510114210683669711e+01
1.964569091796875000e-01,5.029258504363553328e+01
1.910552978515625000e-01,4.890978309369788946e+01
2.258758544921875000e-01,5.782377758453878869e+01
1.792755126953125000e-01,4.589418110117857452e+01
1.962127685546875000e-01,5.023008552047449626e+01
1.888580322265625000e-01,4.834728738524869840e+01
1.933288574218750000e-01,4.949180990313492146e+01
1.683197021484375000e-01,4.308951499932764051e+01
1.746826171875000000e-01,4.471840882171181164e+01
1.758728027343750000e-01,4.502309399712181204e+01
1.847229003906250000e-01,4.728870171170888881e+01
1.984558105468750000e-01,5.080429988951643594e+01
1.795043945312500000e-01,4.595277440414199788e+01
1.800231933593750000e-01,4.608558589085919976e+01
2.258605957031250000e-01,5.781987136434123897e+01
2.020568847656250000e-01,5.172616785614146551e+01
1.825408935546875000e-01,4.673011222345721194e+01
1.782531738281250000e-01,4.563246434794176309e+01
2.021331787109375000e-01,5.174569895712930645e+01
1.849212646484375000e-01,4.733948257427718431e+01
1.535491943359375000e-01,3.930829384808579618e+01
1.492309570312500000e-01,3.820283353217516975e+01
2.000122070312500000e-01,5.120273434966791370e+01
2.004547119140625000e-01,5.131601473539725333e+01
2.325592041015625000e-01,5.953470203107179515e+01
1.844940185546875000e-01,4.723010840874539440e+01
1.748504638671875000e-01,4.476137724388500772e+01
1.852722167968750000e-01,4.742932563882120434e+01
1.921081542968750000e-01,4.917931228732984295e+01
1.865692138671875000e-01,4.776135435561410247e+01
1.884613037109375000e-01,4.824572566011202923e+01
1.661682128906250000e-01,4.253873795147115544e+01
2.316894531250000000e-01,5.931204747981063008e+01
1.380462646484375000e-01,3.533957412736081238e+01
1.538848876953125000e-01,3.939423069243215991e+01
1.686401367187500000e-01,4.317154562347648294e+01
2.530517578125000000e-01,6.478075575640009731e+01
1.885070800781250000e-01,4.825744432070472101e+01
1.984252929687500000e-01,5.079648744912126546e+01
2.000732421875000000e-01,5.121835923045814098e+01
1.850738525390625000e-01,4.737854477625287331e+01
1.742401123046875000e-01,4.460512843598243649e+01
1.905517578125000000e-01,4.878087782717825149e+01
1.703033447265625000e-01,4.359732362501097214e+01
1.924591064453125000e-01,4.926915535187377060e+01
1.674499511718750000e-01,4.286686044806650386e+01
2.131805419921875000e-01,5.457380238016560270e+01
1.934814453125000000e-01,4.953087210511052518e+01
1.949310302734375000e-01,4.990196302387914074e+01
2.130889892578125000e-01,5.455036505898018362e+01
1.970672607421875000e-01,5.044883385153806188e+01
1.904449462890625000e-01,4.875353428579533954e+01
2.088470458984375000e-01,5.346443584405745497e+01
1.681671142578125000e-01,4.305045279735202968e+01
1.980285644531250000e-01,5.069492572398464603e+01
2.034759521484375000e-01,5.208944633451492479e+01
1.817626953125000000e-01,4.653089499338143042e+01
2.021179199218750000e-01,5.174179273693174252e+01
1.980285644531250000e-01,5.069492572398464603e+01
1.891174316406250000e-01,4.841369312860729224e+01
1.861419677734375000e-01,4.765198019008231967e+01
2.220153808593750000e-01,5.683550387455511554e+01
1.981506347656250000e-01,5.072617548556510059e+01
2.100219726562500000e-01,5.376521479926984881e+01
1.798858642578125000e-01,4.605042990908108180e+01
1.918487548828125000e-01,4.911290654397125621e+01
2.053527832031250000e-01,5.256991141881533025e+01
1.833801269531250000e-01,4.694495433432327758e+01
2.126922607421875000e-01,5.444880333384352156e+01
2.309570312500000000e-01,5.912454891032756166e+01
2.132415771484375000e-01,5.458942726095583708e+01
1.614379882812500000e-01,4.132780969022631012e+01
2.154846191406250000e-01,5.516364162999775544e+01
1.380767822265625000e-01,3.534738656775596155e+01
2.063446044921875000e-01,5.282381573165696409e+01
2.099609375000000000e-01,5.374958991847960021e+01
1.818542480468750000e-01,4.655433231456688503e+01
2.345428466796875000e-01,6.004251065675509125e+01
2.134399414062500000e-01,5.464020812352416812e+01
1.847076416015625000e-01,4.728479549151133199e+01
2.006988525390625000e-01,5.137851425855833298e+01
2.093963623046875000e-01,5.360505977116975629e+01
1.865386962890625000e-01,4.775354191521897462e+01
1.947937011718750000e-01,4.986680704210105830e+01
1.910552978515625000e-01,4.890978309369788946e+01
1.943206787109375000e-01,4.974571421597657661e+01
2.019958496093750000e-01,5.171054297535124533e+01
1.735229492187500000e-01,4.442153608669693909e+01
2.118682861328125000e-01,5.423786744317509090e+01
2.154083251953125000e-01,5.514411052900994292e+01
1.927642822265625000e-01,4.934727975582506332e+01
2.025909423828125000e-01,5.186288556305625974e+01
1.512908935546875000e-01,3.873017325884629258e+01
1.787567138671875000e-01,4.576136961446137263e+01
2.074432373046875000e-01,5.310506358588157383e+01
1.877593994140625000e-01,4.806603953102406734e+01
1.952667236328125000e-01,4.998789986822553999e+01
1.791839599609375000e-01,4.587074377999319807e+01
1.685180664062500000e-01,4.314029586189597154e+01
2.136688232421875000e-01,5.469880142648761279e+01
1.637725830078125000e-01,4.192546138045361914e+01
1.853332519531250000e-01,4.744495051961146004e+01
1.691284179687500000e-01,4.329654466979852856e+01
1.746063232421875000e-01,4.469887772072399912e+01
1.310882568359375000e-01,3.355833771727169790e+01
2.205810546875000000e-01,5.646831917598406392e+01
1.350860595703125000e-01,3.458176740903342505e+01
1.900024414062500000e-01,4.864025390006597860e+01
1.874694824218750000e-01,4.799182134727037408e+01
2.324371337890625000e-01,5.950345226949126243e+01
1.776580810546875000e-01,4.548012176023675579e+01
1.867828369140625000e-01,4.781604143837997611e+01
1.695251464843750000e-01,4.339810639493521904e+01
2.201232910156250000e-01,5.635113257005715326e+01
2.096557617187500000e-01,5.367146551452831460e+01
1.912078857421875000e-01,4.894884529567351450e+01
1.833953857421875000e-01,4.694886055452078466e+01
1.794128417968750000e-01,4.592933708295665696e+01
1.828460693359375000e-01,4.680823662740852598e+01
1.893920898437500000e-01,4.848400509216342158e+01
2.274322509765625000e-01,5.822221204469026645e+01
1.553344726562500000e-01,3.976532161120073994e+01
1.699523925781250000e-01,4.350748056046698764e+01
2.083740234375000000e-01,5.334334301793292354e+01
1.979980468750000000e-01,5.068711328358948265e+01
1.873474121093750000e-01,4.796057158568988399e+01
1.731872558593750000e-01,4.433559924235056116e+01
1.587219238281250000e-01,4.063250249505993850e+01
2.146453857421875000e-01,5.494879951913170402e+01
1.546173095703125000e-01,3.958172926191524965e+01
1.891479492187500000e-01,4.842150556900239877e+01
2.093658447265625000e-01,5.359724733077461423e+01
1.700439453125000000e-01,4.353091788165237830e+01
1.921691894531250000e-01,4.919493716812009865e+01
2.094268798828125000e-01,5.361287221156489835e+01
2.038726806640625000e-01,5.219100805965160816e+01
1.958770751953125000e-01,5.014414867612812543e+01
1.864166259765625000e-01,4.772229215363843480e+01
2.054748535156250000e-01,5.260116118039578481e+01
1.862640380859375000e-01,4.768322995166280265e+01
2.127532958984375000e-01,5.446442821463381989e+01
1.700134277343750000e-01,4.352310544125726466e+01
1.660156250000000000e-01,4.249967574949550198e+01
2.104339599609375000e-01,5.387068274460411033e+01
1.989440917968750000e-01,5.092929893583848155e+01
1.892242431640625000e-01,4.844103666999023972e+01
1.553497314453125000e-01,3.976532174345320669e+01
1.918029785156250000e-01,4.910118788337850759e+01
1.898345947265625000e-01,4.859728547789278963e+01
1.802978515625000000e-01,4.615589785441529358e+01
1.883239746093750000e-01,4.821056967833396811e+01
1.993865966796875000e-01,5.104257932156780697e+01
1.935272216796875000e-01,4.954259076570325959e+01
1.753387451171875000e-01,4.488637629020705333e+01
1.820526123046875000e-01,4.660511317713520896e+01
1.672821044921875000e-01,4.282389202589332200e+01
1.898956298828125000e-01,4.861291035868307375e+01
1.802673339843750000e-01,4.614808541402017994e+01
1.760559082031250000e-01,4.506996863949255783e+01
2.005157470703125000e-01,5.133163961618750193e+01
1.421203613281250000e-01,3.638253492011038759e+01
1.934661865234375000e-01,4.952696588491296836e+01
1.709899902343750000e-01,4.377310353390135589e+01
2.119750976562500000e-01,5.426521098455803127e+01
1.497955322265625000e-01,3.834736367948505631e+01
1.790466308593750000e-01,4.583558779821510853e+01
1.736755371093750000e-01,4.446059828867260677e+01
1.678314208984375000e-01,4.296451595300559489e+01
2.007598876953125000e-01,5.139413913934858158e+01
1.921691894531250000e-01,4.919493716812009865e+01
1.750946044921875000e-01,4.482387676704604473e+01
1.859588623046875000e-01,4.760510554771157388e+01
1.707153320312500000e-01,4.370279157034517681e+01
2.265625000000000000e-01,5.799955749342915112e+01
1.869964599609375000e-01,4.787072852114592791e+01
1.681823730468750000e-01,4.305435901754957229e+01
1.469116210937500000e-01,3.760908806214545308e+01
1.797637939453125000e-01,4.601918014750057750e+01
2.302093505859375000e-01,5.893314412064690799e+01
1.689147949218750000e-01,4.324185758703264071e+01
1.996917724609375000e-01,5.112070372551911390e+01
1.965026855468750000e-01,5.030430370422825348e+01
1.824798583984375000e-01,4.671448734266699887e+01
1.805419921875000000e-01,4.621839737757631639e+01
2.102966308593750000e-01,5.383552676282602079e+01
1.888275146484375000e-01,4.833947494485355634e+01
2.562866210937500000e-01,6.560887443828366372e+01
1.724548339843750000e-01,4.414810067286749273e+01
2.404174804687500000e-01,6.154640543281718834e+01
1.812744140625000000e-01,4.640589594705938481e+01
1.685333251953125000e-01,4.314420208209352836e+01
1.781616210937500000e-01,4.560902702675637244e+01
1.932678222656250000e-01,4.947618502234464444e+01
1.920166015625000000e-01,4.915587496614438834e+01
1.928100585937500000e-01,4.935899841641774088e+01
1.768188476562500000e-01,4.526527964937074699e+01
1.971588134765625000e-01,5.047227117272343833e+01
2.328948974609375000e-01,5.962063887541820861e+01
2.187042236328125000e-01,5.598785409168372951e+01
2.021026611328125000e-01,5.173788651673417860e+01
2.272033691406250000e-01,5.816361874172685020e+01
1.753387451171875000e-01,4.488637629020705333e+01
1.601257324218750000e-01,4.099187475323581964e+01
1.836700439453125000e-01,4.701917251807694242e+01
1.744995117187500000e-01,4.467153417934103032e+01
2.392578125000000000e-01,6.124953269780233711e+01
1.755065917968750000e-01,4.492934471238025651e+01
1.482696533203125000e-01,3.795674165972865666e+01
1.833038330078125000e-01,4.692542323333544374e+01
2.052001953125000000e-01,5.253084921683961994e+01
1.771850585937500000e-01,4.535902893411228121e+01
1.565399169921875000e-01,4.007391300680831847e+01
1.978759765625000000e-01,5.065586352200893572e+01
1.835021972656250000e-01,4.697620409590373214e+01
2.225189208984375000e-01,5.696440914107473219e+01
1.477661132812500000e-01,3.782783639320903291e+01
2.083282470703125000e-01,5.333162435734023177e+01
1.561584472656250000e-01,3.997625750186922744e+01
2.055206298828125000e-01,5.261287984098853343e+01
1.985015869140625000e-01,5.081601855010907087e+01
1.796264648437500000e-01,4.598402416572250928e+01
1.470642089843750000e-01,3.764815026412112786e+01
1.453094482421875000e-01,3.719893494140126933e+01
1.768188476562500000e-01,4.526527964937074699e+01
1.481323242187500000e-01,3.792158567795056712e+01
2.201843261718750000e-01,5.636675745084743028e+01
1.729431152343750000e-01,4.427309971918953835e+01
2.185363769531250000e-01,5.594488566951055475e+01
1.826171875000000000e-01,4.674964332444505288e+01
1.551055908203125000e-01,3.970672830823729527e+01
1.620941162109375000e-01,4.149577715872156602e+01
1.833343505859375000e-01,4.693323567373052896e+01
1.962890625000000000e-01,5.024961662146232300e+01
1.915740966796875000e-01,4.904259458041507713e+01
1.809082031250000000e-01,4.631214666231789323e+01
1.904144287109375000e-01,4.874572184540021169e+01
1.665496826171875000e-01,4.263639345641023226e+01
1.985931396484375000e-01,5.083945587129446864e+01
1.915588378906250000e-01,4.903868836021752031e+01
1.997833251953125000e-01,5.114414104670449035e+01
1.611785888671875000e-01,4.126140394686773050e+01
2.181549072265625000e-01,5.584723016457143530e+01
1.697998046875000000e-01,4.346841835849135549e+01
1.858367919921875000e-01,4.757385578613105537e+01
1.996612548828125000e-01,5.111289128512398605e+01
1.815032958984375000e-01,4.646448925002290764e+01
1.954650878906250000e-01,5.003868073079388523e+01
1.820068359375000000e-01,4.659339451654245323e+01
2.089538574218750000e-01,5.349177938544038113e+01
1.746978759765625000e-01,4.472231504190938267e+01
2.323760986328125000e-01,5.948782738870100673e+01
1.866455078125000000e-01,4.778088545660188657e+01
1.996154785156250000e-01,5.110117262453123743e+01
1.817016601562500000e-01,4.651527011259120314e+01
1.713256835937500000e-01,4.385904037824773383e+01
1.944427490234375000e-01,4.977696397755705959e+01
1.561584472656250000e-01,3.997625750186922744e+01
1.770324707031250000e-01,4.531996673213669169e+01
1.895751953125000000e-01,4.853087973453416026e+01
1.863403320312500000e-01,4.770276105265063649e+01
2.060852050781250000e-01,5.275740998829836315e+01
1.813354492187500000e-01,4.642152082784966893e+01
1.828613281250000000e-01,4.681214284760607569e+01
1.998291015625000000e-01,5.115585970729711818e+01
1.924438476562500000e-01,4.926524913167620667e+01
1.941986083984375000e-01,4.971446445439609363e+01
1.882781982421875000e-01,4.819885101774124081e+01
1.932678222656250000e-01,4.947618502234464444e+01
1.841583251953125000e-01,4.714417156439903067e+01
1.823425292968750000e-01,4.667933136088893065e+01
2.170104980468750000e-01,5.555426364975416220e+01
1.567382812500000000e-01,4.012469386937663529e+01
1.492614746093750000e-01,3.821064597257033313e+01
2.175750732421875000e-01,5.569879379706397771e+01
1.711273193359375000e-01,4.380825951567943122e+01
2.060089111328125000e-01,5.273787888731054352e+01
1.625823974609375000e-01,4.162077620504361164e+01
1.919708251953125000e-01,4.914415630555176051e+01
1.949615478515625000e-01,4.990977546427425438e+01
2.079925537109375000e-01,5.324568751299385383e+01
1.725463867187500000e-01,4.417153799405284786e+01
2.167968750000000000e-01,5.549957656698823882e+01
2.136840820312500000e-01,5.470270764668519092e+01
1.611022949218750000e-01,4.124187284587991087e+01
1.959228515625000000e-01,5.015586733672075326e+01
1.756591796875000000e-01,4.496840691435590287e+01
1.724243164062500000e-01,4.414028823247233646e+01
2.080841064453125000e-01,5.326912483417923028e+01
1.614074707031250000e-01,4.131999724983118938e+01
1.875610351562500000e-01,4.801525866845575052e+01
1.609649658203125000e-01,4.120671686410184265e+01
1.483917236328125000e-01,3.798799142130916096e+01
2.005310058593750000e-01,5.133554583638510849e+01
2.091217041015625000e-01,5.353474780761360563e+01
1.973724365234375000e-01,5.052695825548933328e+01
2.503814697265625000e-01,6.409716722182639614e+01
1.982879638671875000e-01,5.076133146734319723e+01
1.909332275390625000e-01,4.887853333211742068e+01
1.591339111328125000e-01,4.073797044039416448e+01
2.025146484375000000e-01,5.184335446206836906e+01
1.786346435546875000e-01,4.573011985288084702e+01
1.846313476562500000e-01,4.726526439052347683e+01
1.773223876953125000e-01,4.539418491589039206e+01
1.922760009765625000e-01,4.922228070950298218e+01
1.861572265625000000e-01,4.765588641027984096e+01
1.626281738281250000e-01,4.163249486563630342e+01
1.698150634765625000e-01,4.347232457868892652e+01
1.989746093750000000e-01,5.093711137623357388e+01
2.041778564453125000e-01,5.226913246360286536e+01
1.607666015625000000e-01,4.115593600153351161e+01
2.089080810546875000e-01,5.348006072484768225e+01
1.869659423828125000e-01,4.786291608075080006e+01
2.036743164062500000e-01,5.214022719708325582e+01
2.066192626953125000e-01,5.289412769521312185e+01
1.872711181640625000e-01,4.794104048470206436e+01
2.129516601562500000e-01,5.451520907720212250e+01
1.684722900390625000e-01,4.312857720130328687e+01
2.262878417968750000e-01,5.792924552987302889e+01
2.054290771484375000e-01,5.258944251980310725e+01
1.942596435546875000e-01,4.973008933518631380e+01
2.110595703125000000e-01,5.403083777270417443e+01
2.149505615234375000e-01,5.502692392308297542e+01
2.118530273437500000e-01,5.423396122297751987e+01
1.824035644531250000e-01,4.669495624167918635e+01
2.422180175781250000e-01,6.200733941612973865e+01
1.951904296875000000e-01,4.996836876723768484e+01
1.504821777343750000e-01,3.852314358837544717e+01
1.673278808593750000e-01,4.283561068648601378e+01
2.153015136718750000e-01,5.511676698762697413e+01
1.811981201171875000e-01,4.638636484607163624e+01
1.271972656250000000e-01,3.256225156689287559e+01
1.681976318359375000e-01,4.305826523774715753e+01
1.885681152343750000e-01,4.827306920149495539e+01
2.094421386718750000e-01,5.361677843176242675e+01
1.822509765625000000e-01,4.665589403970347604e+01
1.750030517578125000e-01,4.480043944586066118e+01
1.999206542968750000e-01,5.117929702848257278e+01
1.920776367187500000e-01,4.917149984693467246e+01
1.466827392578125000e-01,3.755049475918202262e+01
2.182464599609375000e-01,5.587066748575684016e+01
2.159423828125000000e-01,5.528082823592463058e+01
1.980285644531250000e-01,5.069492572398464603e+01
1.830291748046875000e-01,4.685511126977930019e+01
1.884155273437500000e-01,4.823400699951933035e+01
1.937713623046875000e-01,4.960509028886430372e+01
2.171783447265625000e-01,5.559723207192734407e+01
2.009582519531250000e-01,5.144492000191691972e+01
1.891174316406250000e-01,4.841369312860729224e+01
2.234649658203125000e-01,5.720659479332368136e+01
1.774749755859375000e-01,4.543324711786598158e+01
1.663970947265625000e-01,4.259733125443460722e+01
1.899566650390625000e-01,4.862853523947332945e+01
1.782989501953125000e-01,4.564418300853448329e+01
1.964111328125000000e-01,5.028086638304279887e+01
2.317352294921875000e-01,5.932376614040333607e+01
2.063446044921875000e-01,5.282381573165696409e+01
1.712646484375000000e-01,4.384341549745749234e+01
1.965789794921875000e-01,5.032383480521605179e+01
1.835327148437500000e-01,4.698401653629887420e+01
1.917266845703125000e-01,4.908165678239068086e+01
2.116088867187500000e-01,5.417146169981649706e+01
1.737213134765625000e-01,4.447231694926529144e+01
1.420898437500000000e-01,3.637472247971526684e+01
1.680755615234375000e-01,4.302701547616663902e+01
1.676330566406250000e-01,4.291373509043729229e+01
2.467193603515625000e-01,6.315967437441108956e+01
1.621551513671875000e-01,4.151140203951182173e+01
1.725463867187500000e-01,4.417153799405284786e+01
1.911926269531250000e-01,4.894493907547600742e+01
1.828460693359375000e-01,4.680823662740852598e+01
1.969909667968750000e-01,5.042930275055029909e+01
2.005462646484375000e-01,5.133945205658265110e+01
2.213592529296875000e-01,5.666753640605982412e+01
1.893615722656250000e-01,4.847619265176827952e+01
1.472167968750000000e-01,3.768721246609674580e+01
2.048492431640625000e-01,5.244100615229569939e+01
2.096862792968750000e-01,5.367927795492347798e+01
1.835327148437500000e-01,4.698401653629887420e+01
2.116699218750000000e-01,5.418708658060675987e+01
1.761016845703125000e-01,4.508168730008525671e+01
1.893768310546875000e-01,4.848009887196585765e+01
1.751403808593750000e-01,4.483559542763874362e+01
1.609039306640625000e-01,4.119109198331160115e+01
1.460723876953125000e-01,3.739424595127943007e+01
1.624450683593750000e-01,4.158562022326555763e+01
1.804962158203125000e-01,4.620667871698366724e+01
1.958160400390625000e-01,5.012852379533787683e+01
2.034454345703125000e-01,5.208163389411977562e+01
1.908874511718750000e-01,4.886681467152469338e+01
1.939392089843750000e-01,4.964805871103745716e+01
1.714782714843750000e-01,4.389810258022340150e+01
2.029418945312500000e-01,5.195272862760018739e+01
2.006530761718750000e-01,5.136679559796560568e+01
1.919860839843750000e-01,4.914806252574927470e+01
1.799774169921875000e-01,4.607386723026650799e+01
1.879272460937500000e-01,4.810900795319728473e+01
1.775665283203125000e-01,4.545668443905139355e+01
1.941375732421875000e-01,4.969883957360578819e+01
2.076568603515625000e-01,5.315975066864744036e+01
2.076873779296875000e-01,5.316756310904254690e+01
2.217254638671875000e-01,5.676128569080138675e+01
1.694641113281250000e-01,4.338248151414494203e+01
1.999816894531250000e-01,5.119492190927282849e+01
2.149810791015625000e-01,5.503473636347815301e+01
1.750640869140625000e-01,4.481606432665092399e+01
1.785278320312500000e-01,4.570277631149790665e+01
1.582794189453125000e-01,4.051922210933057045e+01
1.809997558593750000e-01,4.633558398350329099e+01
1.565246582031250000e-01,4.007000678661073323e+01
2.109222412109375000e-01,5.399568179092612752e+01
1.860961914062500000e-01,4.764026152948961368e+01
2.088928222656250000e-01,5.347615450465010412e+01
2.387084960937500000e-01,6.110890877069002869e+01
1.783447265625000000e-01,4.565590166912711112e+01
1.966247558593750000e-01,5.033555346580874357e+01
1.782226562500000000e-01,4.562465190754664235e+01
1.988983154296875000e-01,5.091758027524572583e+01
2.123107910156250000e-01,5.435114782890442342e+01
1.908264160156250000e-01,4.885118979073441636e+01
1.736755371093750000e-01,4.446059828867260677e+01
1.780548095703125000e-01,4.558168348537340364e+01
2.064666748046875000e-01,5.285506549323748260e+01
1.772308349609375000e-01,4.537074759470502272e+01
1.695709228515625000e-01,4.340982505552788240e+01
1.910095214843750000e-01,4.889806443310518347e+01
